city,lng_min,lng_max
Koper,13.73,13.77
Kopeysk,61.61,61.67
Ko Pha-Ngan,99.99,100.14
Koprivnica,16.81,16.89
Kopřivnice,18.14,18.22
Korablino,40.01,40.12
Koratla,78.72,78.75
Korb,9.36,9.5
Korba,10.86,10.95
Korbach,8.87,8.97
Korçë,20.76,20.93
Koreiz,34.08,34.09
Korenovsk,39.45,39.54
Korf,166.02,166.16
Körfez,29.76,29.95
Korgas,80.41,80.48
Korhogo,-5.62,-5.52
Kórinthos,22.93,23.07
Korishë,20.79,20.9
Koriukivka,32.25,32.25
Korkino,61.4,61.4
Korkmaskala,47.29,47.45
Korla,86.15,86.34
Körmend,16.6,16.74
Korneuburg,16.33,16.42
Kórnik,17.09,17.15
Korntal-Münchingen,9.12,9.27
Kornwestheim,9.18,9.26
Korocha,37.2,37.22
Korogwe,38.45,38.52
Korolëv,37.81,37.98
Korolevo,23.13,23.2
Koronadal,124.85,124.89
Koronowo,17.93,18.05
Korop,32.95,33.11
Koror,134.48,134.55
Korosten,28.65,28.69
Korostyshiv,29.05,29.24
Korpilahti,25.56,25.73
Korsakov,142.76,142.86
Korschenbroich,6.51,6.57
Korsholm,21.67,21.68
Korsun-Shevchenkivskyi,31.28,31.36
Kortessem,5.38,5.57
Koryazhma,47.16,47.25
Kos,27.11,27.26
Kosai,137.53,137.57
Ko Samui,99.94,100.08
Kösching,11.5,11.58
Kościan,16.64,16.73
Kościelisko,19.88,19.94
Kościerzyna,17.98,18.02
Kosciusko,-89.58,-89.38
Kosh-Agach,88.67,88.75
Koshekhabl,40.48,40.49
Koshigaya,139.79,139.95
Košice,21.25,21.33
Kosiv,25.09,25.12
Kosjerić,19.91,20.03
Kosmonosy,14.93,15.09
Kosonsoy,71.54,71.65
Kostanjevica na Krki,15.42,15.52
Kostel,14.91,15.07
Kostelec nad Orlicí,16.21,16.34
Kostenets,23.85,23.86
Kosterëvo,39.63,39.7
Kostiantynivka,37.71,37.86
Kostinbrod,23.21,23.21
Kostomuksha,30.6,30.64
Kostopil,26.44,26.6
Kostroma,40.93,41.0
Kostrzyn nad Odrą,14.66,14.71
Kosum Phisai,103.06,103.2
Kosvik,8.08,8.12
Koszalin,16.18,16.18
Kőszeg,16.55,16.72
Kota,75.83,75.87
Kota Bharu,102.25,102.33
Kotabumi,104.9,105.08
Kot Addu,70.96,71.11
Kōṯah-ye ‘As̲h̲rō,68.8,68.9
Kotake,130.71,130.71
Kota Kinabalu,116.07,116.09
Kotamobagu,124.31,124.33
Kotel,26.45,26.53
Kotelnich,48.34,48.52
Kotelniki,37.86,38.0
Kotelnikovo,43.13,43.23
Kothāpet,79.48,79.63
Kotido,34.13,34.2
Kotka,26.94,27.05
Kotlas,46.65,46.79
Kotli,73.9,74.08
Kotor,18.77,18.89
Kotovo,44.8,44.89
Kotovsk,41.5,41.56
Kotsyubyns’ke,30.33,30.34
Kottagūdem,80.63,80.8
Kottingbrunn,16.22,16.27
Kottmarsdorf,14.65,14.78
Kouango,19.98,19.98
Koudougou,-2.36,-2.22
Koufália,22.57,22.57
Koulamoutou,12.48,12.58
Koulikoro,-7.55,-7.36
Kouli Kouara,1.48,1.65
Koumra,17.55,17.63
Koundara,-13.29,-13.24
Koundoumawa,8.36,8.4
Kounoupidianá,24.07,24.25
Koupéla,-0.35,-0.21
Kouribga,-6.9,-6.8
Kourimat,-9.31,-9.21
Kourou,-52.64,-52.63
Kouroussa,-9.89,-9.85
Kousséri,15.03,15.2
Koutiala,-5.46,-5.43
Kouvola,26.7,26.73
Kovačica,20.62,20.74
Kovda,32.87,32.96
Kovdor,30.46,30.54
Kovel,24.71,24.76
Kovin,20.97,20.98
Kovrov,41.31,41.45
Kovvūr,81.73,81.79
Kovylkino,43.91,43.93
Kōzaki,140.4,140.51
Kozan,35.81,36.0
Kozáni,21.78,21.87
Kozármisleny,18.29,18.41
Kozelets,31.11,31.21
Kozelsk,35.77,35.83
Kozhevnikovo,83.96,84.05
Koziatyn,28.83,29.01
Kozienice,21.56,21.74
Kozina,13.93,13.98
Kozje,15.56,15.57
Kozloduy,23.72,23.81
Kozlovka,48.25,48.36
Kozlu,31.75,31.93
Kozmodemyansk,46.56,46.56
Kozova,25.15,25.17
Kpalimé,0.62,0.7
Krabi,98.91,99.02
Kragerø,9.34,9.49
Kragujevac,20.93,20.99
Krailling,11.4,11.45
Kraków,19.93,19.94
Kralendijk,-68.27,-68.09
Kralingse Veer,4.5,4.64
Kraljevo,20.68,20.77
Kráľovský Chlmec,21.97,22.05
Kralupy nad Vltavou,14.31,14.48
Králŭv Dvŭr,14.03,14.04
Kramatorsk,37.55,37.68
Kranenburg,6.0,6.03
Kranj,14.35,14.47
Kranjska Gora,13.78,13.78
Kranuan,103.08,103.18
Krapina,15.87,16.06
Krapkowice,17.96,17.96
Krasavino,46.48,46.53
Krāslava,27.16,27.22
Kraslice,12.51,12.68
Kraśnik,22.21,22.25
Krasnoarmeysk,38.13,38.23
Krasnodar,38.98,39.07
Krasnodon,39.73,39.89
Krasnogorsk,37.33,37.48
Krasnogvardeyskoye,39.57,39.76
Krasnoilsk,25.58,25.59
Krasnokamensk,118.03,118.16
Krasnokamsk,55.75,55.86
Krasnokholmskiy,55.04,55.08
Krasnokumskoye,43.5,43.65
Krasnokutsk,35.14,35.31
Krásno nad Kysucou,18.83,18.93
Krasnopillya,35.27,35.28
Krasnoslobodsk,44.56,44.61
Krasnotur’insk,60.18,60.27
Krasnoufimsk,57.76,57.86
Krasnouralsk,60.05,60.17
Krasnousol’skiy,56.46,56.63
Krasnovishersk,57.06,57.19
Krasnoyarsk,92.86,93.03
Krasnozavodsk,38.22,38.41
Krasnoznamensk,37.03,37.19
Krasnystaw,23.16,23.17
Krasnyy Chikoy,108.75,108.91
Krasnyy Kholm,37.01,37.04
Krasnyy Klyuch,56.64,56.78
Krasnyy Kut,46.96,47.14
Krasnyy Sulin,40.06,40.25
Krasnyy Yar,48.34,48.35
Krathum Baen,100.25,100.27
Kratie,106.01,106.12
Kratovo,22.17,22.19
Krauchenwies,9.25,9.31
Kraulshavn,-57.06,-56.97
Kravaře,18.0,18.04
Krefeld,6.56,6.65
Kremastí,28.11,28.21
Kremenchuk,33.42,33.57
Kremenets,25.72,25.79
Kremmen,13.03,13.16
Kremnica,18.91,19.1
Krems an der Donau,15.61,15.73
Kremsmünster,14.13,14.17
Kressbronn am Bodensee,9.6,9.76
Kretinga,21.25,21.33
Kreuzau,6.49,6.54
Kreuzlingen,9.17,9.19
Kreuztal,8.0,8.17
Kribi,9.91,9.98
Krichim,24.46,24.54
Krieglach,15.55,15.63
Kriens,8.27,8.28
Kriftel,8.46,8.55
Krimpen aan de Lek,4.62,4.63
Krimpen aan den IJssel,4.59,4.74
Krishnanagar,88.5,88.58
Kristiansand,7.99,8.02
Kristianstad,14.13,14.25
Kristiansund,7.72,7.89
Kristinestad,21.37,21.56
Kriva Palanka,22.33,22.4
Krivodanovka,82.64,82.83
Krivogaštani,21.33,21.44
Krivosheino,83.92,84.0
Križ,16.51,16.56
Križevci,16.13,16.25
Krk,14.57,14.74
Krnov,17.7,17.72
Kroměříž,17.39,17.45
Krompachy,20.87,20.98
Kronach,11.32,11.45
Kronau,8.63,8.69
Kronberg,8.5,8.64
Kronenwetter,-89.58,-89.43
Krong Kep,104.31,104.46
Kronoby,23.03,23.2
Kronshagen,10.08,10.16
Kroonstad,27.23,27.35
Kropotkin,40.56,40.59
Kropp,9.5,9.62
Kropyvnytskyi,32.26,32.38
Krosno Odrzańskie,15.1,15.29
Krotoszyn,17.43,17.55
Krško,15.49,15.65
Kruhlaye,29.79,29.97
Krujë,19.79,19.87
Krum,-97.22,-97.02
Krumbach,10.36,10.4
Krumë,20.41,20.41
Krumovgrad,25.65,25.77
Krupanj,19.36,19.45
Krupina,19.06,19.19
Krupka,13.85,13.99
Krupki,29.13,29.21
Kruševac,21.32,21.38
Kruševo,21.24,21.32
Krychaw,31.71,31.84
Krym,39.51,39.51
Krymsk,38.0,38.11
Krynica,20.95,21.07
Kryve Ozero,30.33,30.43
Kryvyi Rih,33.34,33.5
Kryzhopil,28.86,28.89
Krzeszowice,19.63,19.72
Ksar El Kebir,-5.9,-5.88
Ksar Lmajaz,-5.55,-5.42
Ksar Oulad Azzouz,-6.69,-6.53
Ksar Sghir,-5.55,-5.39
Ksebia,-6.15,-6.14
Kstovo,44.19,44.24
Kuacjok,27.99,28.09
Kuaidamao,125.75,125.78
Kuala Belait,114.19,114.26
Kuala Kapuas,114.35,114.4
Kuala Lipis,102.04,102.17
Kuala Lumpur,101.69,101.72
Kuala Terengganu,103.14,103.14
Kuantan,103.33,103.38
Kuba,43.44,43.51
Kubei,28.74,28.75
Kubinka,36.69,36.76
Kubrat,26.5,26.64
Kučevo,21.66,21.81
Kuchen,9.79,9.8
Kuchinarai,104.04,104.04
Kuching,110.35,110.53
Kuchl,13.14,13.24
Kuçovë,19.91,19.99
Kudahuvadhoo,72.89,72.92
Kudamatsu,131.87,131.97
Kudrovo,30.51,30.55
Kudryashovskiy,82.77,82.91
Kudymkar,54.66,54.67
Kufstein,12.16,12.28
Kugulta,42.38,42.53
Kuhmo,29.51,29.54
Kui Buri,99.86,99.92
Kuiju,119.39,119.44
Kuilsrivier,18.7,18.76
Kuiyibagecun,77.15,77.15
Kuji,141.77,141.91
Kukës,20.42,20.49
Kukichūō,139.66,139.69
Kuklen,24.78,24.8
Kukmor,50.9,50.98
Kukrahill,-83.75,-83.64
Kula,19.52,19.61
Kulachi,70.45,70.55
Kulary,45.5,45.66
Kulat,115.18,115.26
Kuldīga,21.97,22.13
Kulebaki,42.51,42.67
Kuleshovka,39.53,39.69
Kulgam,75.02,75.12
Kulhudhuffushi,73.07,73.22
Kullorsuaq,-57.22,-57.07
Kulmbach,11.43,11.56
Kŭlob,69.78,69.91
Kulpsville,-75.34,-75.17
Külsheim,9.52,9.65
Kulti,86.85,86.91
Kulu,33.08,33.17
Kulunda,78.94,79.13
Kulusuk,-37.18,-37.13
Kumagaya,139.38,139.51
Kumalarang,123.15,123.22
Kumamoto,130.7,130.79
Kumano,136.1,136.13
Kumanovo,21.71,21.74
Kumasi,-1.61,-1.43
Kumba,9.44,9.48
Kumbakonam,79.4,79.48
Kumbo,10.66,10.77
Kumertau,55.78,55.85
Kumhausen,12.16,12.34
Kumi,33.93,33.93
Kümmersbruck,11.88,11.96
Kumo,11.21,11.24
Kumphawapi,103.01,103.09
Kumul,93.51,93.6
Kuna,-116.39,-116.37
Kundian,71.47,71.55
Kundiawa,144.96,145.1
Kunduz,68.87,68.93
Kungsör,16.1,16.22
Kungur,56.93,57.12
Kunhegyes,20.63,20.63
Kunisakimachi-tsurugawa,131.73,131.81
Kunitachi,139.44,139.52
Kunmadaras,20.8,20.94
Kunming,102.7,102.76
Kunovice,17.47,17.54
Kunoy,-6.67,-6.61
Kunp’o,126.94,127.06
Kunsan,126.71,126.8
Kunszentmárton,20.29,20.47
Kunszentmiklós,19.12,19.18
Kununurra,128.73,128.75
Künzell,9.71,9.85
Künzelsau,9.68,9.68
Kuopio,27.67,27.74
Kupang,123.57,123.58
Kupferzell,9.68,9.75
Kupiansk,37.61,37.76
Kupino,77.3,77.36
Kupiškis,24.96,25.11
Kuppenheim,8.25,8.3
Küps,11.27,11.36
Kuqa,82.93,83.12
Kurayoshi,133.82,133.84
Kurchaloy,46.08,46.26
Kurchatov,35.65,35.82
Kürdəmir,48.16,48.31
Kure,132.56,132.61
Kuressaare,22.48,22.49
Kurgan,65.34,65.47
Kurganinsk,40.6,40.79
Kurihara,141.02,141.12
Kurikka,22.4,22.57
Kuřim,16.53,16.53
Kuriyama,141.78,141.89
Kurmuk,34.28,34.29
Kurnool,78.03,78.03
Kurobeshin,137.44,137.63
Kuroishi,140.59,140.66
Kurort Steinbach-Hallenberg,10.56,10.65
Kurovskoye,38.91,39.05
Kurri Kurri,151.48,151.63
Kursavka,42.49,42.66
Kuršėnai,22.94,22.99
Kursk,36.18,36.35
Kuršumlija,21.26,21.31
Kurtamysh,64.43,64.62
Kürten,7.26,7.36
Kuruman,23.41,23.57
Kurumkan,110.31,110.44
Kurumoch,50.03,50.18
Kurumul,144.63,144.7
Kurunegala,80.36,80.44
Kurush,46.75,46.75
Kusa,59.43,59.48
Kuşadası,27.25,27.43
Kusatsu,135.96,136.02
Kusel,7.39,7.57
Kushijima,130.75,130.81
Kushima,131.22,131.22
Kushimoto,135.78,135.78
Kūshk,51.49,51.6
Kushnarënkovo,55.34,55.37
Kushnytsia,23.25,23.41
Kushuhum,35.21,35.35
Kushva,59.73,59.77
Küsnacht,8.58,8.67
Kusŏng,125.16,125.19
Küssnacht,8.44,8.59
Kusterdingen,9.12,9.21
Kūstī,32.65,32.71
Kütahya,29.98,30.01
Kutaisi,42.7,42.77
Kut Bak,103.82,104.0
Kutchan,140.75,140.75
Kut Chap,102.56,102.7
Kutná Hora,15.26,15.37
Kutno,19.36,19.42
Küttigen,8.05,8.22
Kutztown,-75.77,-75.7
Kuurne,3.28,3.36
Kuusamo,29.16,29.28
Kuusankoski,26.62,26.62
Kuvandyk,57.35,57.46
Kuvshinovo,34.16,34.25
Kuwait City,47.98,48.09
Kuwana,136.68,136.69
Kuybyshev,78.3,78.39
Kuybyshevo,38.9,39.05
Kūysinjaq,44.62,44.7
Kuytun,84.9,84.91
Kuzma,16.08,16.19
Kuznetsk,46.6,46.76
Kuzumaki,141.43,141.48
Kvasyliv,26.26,26.45
Kvinesdal,7.02,7.2
Kvívík,-7.07,-6.98
Kwale,39.45,39.57
Kwekwe,29.98,30.07
Kwidzyn,18.93,19.11
Kwinana,115.77,115.86
Kyabram,145.05,145.07
Kyakhta,106.45,106.45
Kyankwanzi,31.8,31.92
Kyaukpyu,93.55,93.68
Kyegegwa,31.04,31.23
Kyenjojo,30.62,30.79
Kyiv,30.52,30.7
Kyjov,17.12,17.18
Kyle,-97.88,-97.78
Kyneton,144.44,144.62
Kyŏngju,129.21,129.23
Kyōto,135.76,135.83
Kyparissía,21.66,21.84
Kyren,102.13,102.18
Kyrenia,33.31,33.43
Kyritz,12.39,12.53
Kyrnasivka,28.98,29.07
Kyshtovka,76.62,76.69
Kyshtym,60.55,60.7
Kysucké Nové Mesto,18.78,18.92
Kyustendil,22.68,22.73
Kyzyl,94.45,94.57
Kyzyl-Kyya,72.11,72.16
Laa an der Thaya,16.38,16.4
Laaber,11.88,11.97
Laage,12.34,12.41
Laakirchen,13.82,13.94
La Algaba,-6.0,-5.97
La Alianza,-87.71,-87.51
Laamarna,-8.98,-8.79
La Ametlla de Mar,0.8,0.86
Laanoussar,-4.81,-4.61
Laaouama,-5.8,-5.74
Laascaanood,47.35,47.44
La Asunción,-63.88,-63.81
Laatatra,-8.41,-8.38
Laatzen,9.81,9.9
Laâyoune,-13.2,-13.14
Laba,5.93,6.05
La Balme-de-Sillingy,6.04,6.07
La Banda,-64.25,-64.23
La Bañeza,-5.9,-5.77
Labangan,123.51,123.66
La Barca,-102.54,-102.5
Labarthe-sur-Lèze,1.4,1.53
Labasa,179.36,179.37
Labason,122.51,122.6
La Bassée,2.8,2.83
Labé,-12.28,-12.25
LaBelle,-81.45,-81.32
La Belleza,-73.96,-73.87
Labenne,-1.42,-1.34
Labico,12.88,12.96
Labin,14.11,14.16
Labinsk,40.73,40.8
La Blanca,-92.14,-92.0
La Bouilladisse,5.59,5.59
Laboulaye,-63.39,-63.19
Labrador,120.13,120.29
Labrador City,-66.91,-66.88
Labranzagrande,-72.57,-72.39
Lábrea,-64.79,-64.61
La Broquerie,-96.51,-96.45
Labruguière,2.26,2.43
La Bruyère,4.8,4.83
Labuan,115.24,115.26
Labuništa,20.59,20.61
Labutta,94.7,94.89
Labytnangi,66.4,66.51
Laç,19.71,19.88
La Cadière-d’Azur,5.75,5.82
La Calera,-71.21,-71.15
La Campana,-5.42,-5.41
La Cañada Flintridge,-118.2,-118.15
Lacanau,-1.07,-0.95
La Cañiza,-8.27,-8.09
La Canonja,1.18,1.24
La Carlota,122.91,123.0
La Carolina,-3.61,-3.57
Lac-Brome,-72.51,-72.34
Lacchiarella,9.14,9.3
La Ceiba,-86.78,-86.59
La Celle-Saint-Cloud,2.13,2.15
La Cenia,0.28,0.41
Laces,10.86,11.05
Lacey,-122.79,-122.59
La Chapelle-Basse-Mer,-1.33,-1.26
La Chapelle d’Armentières,2.89,2.93
La Chapelle-Saint-Luc,4.04,4.12
La Chapelle-Saint-Mesmin,1.83,1.84
La Chapelle-sur-Erdre,-1.55,-1.46
La Chaux-de-Fonds,6.82,6.97
Lachen,8.85,8.97
Lachendorf,10.25,10.41
La Chevrolière,-1.61,-1.47
La Chorrera,-79.78,-79.67
Lachute,-74.33,-74.22
Laçın,46.54,46.68
La Ciotat,5.6,5.77
Lackawanna,-78.83,-78.78
Lackawaxen,-75.05,-74.97
Lackland AFB,-98.61,-98.46
Lac-Mégantic,-70.88,-70.82
La Colle-sur-Loup,7.1,7.11
La Colonia Tovar,-67.28,-67.26
Lacombe,-113.73,-113.71
La Concordia,-79.39,-79.31
Laconia,-71.47,-71.32
La Courneuve,2.39,2.58
La Couronne,0.1,0.11
La Crau,6.07,6.25
La Crèche,-0.3,-0.2
La Crescent,-91.3,-91.15
La Crescenta-Montrose,-118.23,-118.06
La Crosse,-91.22,-91.17
La Crucecita,-96.14,-96.1
La Cruz,-106.89,-106.84
Lacy-Lakeview,-97.1,-97.03
Ladário,-57.6,-57.55
Ladbergen,7.73,7.83
La Democracia,-90.94,-90.8
Ladenburg,8.6,8.6
Ladera Heights,-118.37,-118.24
Ladera Ranch,-117.64,-117.55
Ladispoli,12.07,12.23
La Dorada,-74.66,-74.52
Ladson,-80.1,-79.92
Ladue,-90.38,-90.21
Lady Lake,-81.92,-81.73
Ladysmith,29.78,29.88
Ladyville,-88.28,-88.25
Ladyzhyn,29.21,29.32
Lae,147.0,147.11
La Eliana,-0.52,-0.51
La Entrada,-88.73,-88.54
Laer,7.35,7.44
La Escala,3.13,3.27
La Esmeralda,-65.54,-65.52
La Esperanza,-88.18,-88.04
La Estrada,-8.48,-8.28
La Falda,-64.5,-64.33
La Fare-les-Oliviers,5.19,5.31
La Farlède,6.04,6.23
Lafayette,-92.03,-91.85
LaFayette,-85.28,-85.09
La Feria,-97.82,-97.8
La Ferrière,-1.31,-1.22
La Ferté-Bernard,0.65,0.84
La Ferté-Macé,-0.35,-0.32
La Ferté-Saint-Aubin,1.94,2.08
La Ferté-sous-Jouarre,3.12,3.16
Lafia,8.52,8.52
La Flèche,-0.07,0.09
La Florida,-70.56,-70.4
La Follette,-84.12,-84.01
Lagamar,-46.8,-46.66
Lagangilang,120.73,120.74
La Garde,6.01,6.2
La Garenne-Colombes,2.24,2.25
La Garnache,-1.83,-1.75
La Garriga,2.28,2.29
La Gaude,7.15,7.2
Lagawe,121.1,121.27
Lage,8.8,8.96
Laghdir,-5.88,-5.87
Laghouat,2.86,2.96
Laghzawna,-7.67,-7.56
Lagindingan,124.45,124.56
Lagkadás,23.06,23.16
La Glacerie,-1.6,-1.4
Lagnieu,5.34,5.44
Lagoa Alegre,-42.62,-42.59
Lagoa da Canoa,-36.73,-36.66
Lagoa da Confusão,-49.62,-49.42
Lagoa de Pedra,-35.43,-35.39
Lagoa de São Francisco,-41.6,-41.48
Lagoa do Carro,-35.32,-35.21
Lagoa do Itaenga,-35.29,-35.09
Lagoa do Mato,-43.52,-43.47
Lagoa do Ouro,-36.45,-36.3
Lagoa dos Gatos,-35.9,-35.78
Lagoa do Sítio,-41.58,-41.48
Lagoa Dourada,-44.07,-43.88
Lagoa Formosa,-46.4,-46.36
Lagoa Grande,-40.27,-40.07
Lagoão,-52.79,-52.76
Lagoa Real,-42.14,-42.07
Lagoa Salgada,-35.49,-35.29
Lagoa Santa,-43.89,-43.82
Lagoa Vermelha,-51.52,-51.47
Lagodekhi,46.27,46.45
La Gomera,-91.05,-91.0
Lagonegro,15.76,15.81
Lagonglong,124.78,124.8
Lagonoy,123.51,123.57
Lago Ranco,-72.5,-72.42
Lagord,-1.15,-0.99
La Gorgue,2.71,2.83
Lagos,3.4,3.47
Lagos de Moreno,-101.92,-101.77
Lago Vista,-97.99,-97.94
La Grand-Combe,4.02,4.05
La Grand-Croix,4.56,4.65
La Grande,-118.08,-118.06
La Grande-Motte,4.08,4.27
La Grandeza,-92.23,-92.03
LaGrange,-85.03,-84.98
La Grange,-87.87,-87.81
La Grange Park,-87.87,-87.68
La Granja,-70.63,-70.49
La Grita,-71.98,-71.97
La Guaira,-66.93,-66.91
La Guancha,-16.65,-16.47
La Guardia,-8.87,-8.72
Laguna,-48.78,-48.7
Laguna Beach,-117.76,-117.73
Laguna Carapã,-55.15,-54.96
Laguna de Duero,-4.71,-4.64
Laguna Hills,-117.69,-117.5
Laguna Larga,-63.8,-63.79
Laguna Niguel,-117.7,-117.54
Laguna Paiva,-60.65,-60.53
Lagunas,-69.68,-69.58
Laguna Woods,-117.72,-117.68
Lagundo,11.13,11.15
La Habra,-117.95,-117.85
La Habra Heights,-117.95,-117.9
Lahad Datu,118.34,118.43
Lahaina,-156.66,-156.65
Lahat,103.53,103.56
Lahfayr,-8.48,-8.33
Laḩij,44.88,44.88
Lahnstein,7.6,7.78
La Homa,-98.35,-98.16
Lahore,74.34,74.53
Lahouarta,-7.7,-7.53
Lahoysk,27.85,28.03
Lahstedt,10.21,10.39
Lahti,25.65,25.71
La Huacana,-101.8,-101.75
La Huerta,-104.65,-104.49
Laï,16.3,16.38
Laibin,109.23,109.31
Lai Châu,103.43,103.62
Laichingen,9.68,9.81
Laie,-157.92,-157.72
L’Aigle,0.62,0.68
Laihia,22.01,22.12
Laillé,-1.71,-1.6
Lainate,9.03,9.06
Laishevo,49.55,49.72
Laitila,21.69,21.8
Laives,11.34,11.48
Laiwu,117.66,117.67
Laixi,120.53,120.55
Laiyang,120.71,120.73
Laiyuan,114.68,114.73
La Jagua de Ibirico,-73.33,-73.17
Lajas,-80.29,-80.25
Laje,-39.42,-39.35
Lajeado Novo,-47.03,-46.97
Laje de Muriaé,-42.12,-42.0
Lajedo,-36.32,-36.26
Lajedo do Tabocal,-40.22,-40.19
Lajes,-50.32,-50.23
Lajinha,-41.62,-41.44
Lajkovac,20.16,20.23
Lajosmizse,19.55,19.69
La Junta,-107.33,-107.3
Lakatoro,167.42,167.5
Lake,-75.37,-75.32
Lake Alfred,-81.72,-81.67
Lake Arbor,-76.82,-76.77
Lake Arrowhead,-117.19,-117.0
Lake Barcroft,-77.15,-76.95
Lake Bluff,-87.85,-87.65
Lake Butler,-81.54,-81.46
Lake Carmel,-73.66,-73.51
Lake Charles,-93.21,-93.12
Lake City,-82.64,-82.53
Lake Country,-119.41,-119.38
Lake Dallas,-97.02,-96.82
Lake Delton,-89.78,-89.68
Lake Elmo,-92.9,-92.87
Lake Elsinore,-117.33,-117.3
Lake Fenton,-83.7,-83.68
Lake Forest,-117.67,-117.61
Lake Forest Park,-122.28,-122.08
Lake Geneva,-88.42,-88.32
Lake Grove,-73.11,-72.98
Lake Hallie,-91.41,-91.35
Lake Havasu City,-114.31,-114.14
Lakehills,-98.94,-98.81
Lake in the Hills,-88.34,-88.23
Lake Jackson,-95.45,-95.35
Lakeland,-81.95,-81.94
Lakeland Highlands,-81.94,-81.75
Lakeland North,-122.28,-122.12
Lakeland South,-122.28,-122.17
Lakeland Village,-117.37,-117.17
Lake Lorraine,-86.56,-86.36
Lake Los Angeles,-117.83,-117.67
Lake Magdalene,-82.47,-82.37
Lake Mary,-81.33,-81.26
Lake Mathews,-117.36,-117.35
Lake Mills,-88.9,-88.84
Lake Mohawk,-74.66,-74.59
Lake Mohegan,-73.84,-73.82
Lake Monticello,-78.32,-78.28
Lakemoor,-88.2,-88.0
Lake Morton-Berrydale,-122.1,-121.98
Lake Murray of Richland,-81.26,-81.16
Lake Norman of Catawba,-80.98,-80.83
Lake of the Woods,-77.75,-77.7
Lake Oswego,-122.7,-122.67
Lake Park,-80.06,-79.95
Lake Placid,-81.37,-81.35
Lakeport,-122.92,-122.87
Lake Ridge,-77.3,-77.28
Lake Ronkonkoma,-73.11,-72.98
Lakeshore,-82.65,-82.6
Lake Shore,-76.48,-76.44
Lakeside,-81.76,-81.61
Lakes of the Four Seasons,-87.22,-87.06
Lake Station,-87.25,-87.17
Lake Stevens,-122.09,-121.93
Lake Stickney,-122.25,-122.07
Lake St. Louis,-90.78,-90.64
Lake Tapps,-122.16,-122.11
Lakeview,-73.64,-73.53
Lake Villa,-88.08,-87.95
Lakeville,-93.25,-93.14
Lake Wales,-81.59,-81.4
Lakeway,-97.98,-97.85
Lake Wildwood,-121.2,-121.11
Lakewood,-105.11,-104.97
Lakewood Park,-80.38,-80.29
Lake Worth,-80.05,-79.96
Lake Wylie,-81.06,-80.96
Lake Zurich,-88.08,-88.07
Lakha Nëvre,45.33,45.45
Lakhdaria,3.58,3.7
Lakhdenpokhya,30.2,30.25
Lakhzazra,-7.05,-6.98
Lakinsk,39.94,39.94
Lakkha Nëvre,45.24,45.3
Lakoucun,119.95,120.09
Lala,123.75,123.9
La Laguna,-16.31,-16.18
Lala Musa,73.95,74.09
Lalībela,39.04,39.04
La Libertad,123.21,123.29
La Ligua,-71.23,-71.05
La Lima,-87.91,-87.86
Lalín,-8.11,-8.0
La Línea de la Concepción,-5.34,-5.24
La Llagosta,2.19,2.19
Lallaing,3.16,3.16
Lalla Mimouna,-6.06,-5.88
Lalla Takerkoust,-8.13,-8.02
Lal-lo,121.66,121.81
La Loggia,7.66,7.78
La Londe-les-Maures,6.23,6.27
La Louvière,4.18,4.36
La Macarena,-73.78,-73.65
La Maddalena,9.4,9.41
La Madeleine,3.07,3.16
La Magdalena Chichicaspa,-99.32,-99.29
La Malbaie,-70.15,-70.12
La Maná,-79.23,-79.08
Lamar,-102.61,-102.51
Lamarão,-38.9,-38.77
Lamarque,-65.7,-65.58
La Marque,-94.99,-94.94
La Marsa,10.32,10.48
Lamas,-76.53,-76.33
La Massana,1.51,1.52
La Matanza de Acentejo,-16.43,-16.41
Lamballe,-2.51,-2.47
Lambaréné,10.23,10.27
Lambari,-45.35,-45.24
Lambarkiyine,-7.5,-7.36
Lambayeque,-79.9,-79.7
Lambersart,3.02,3.04
Lambert’s Bay,18.3,18.4
Lambertville,-83.62,-83.44
Lambesc,5.26,5.45
Lambeth,-0.11,-0.1
Lambres-lès-Douai,3.06,3.06
Lambsheim,8.28,8.46
Lambton Shores,-81.9,-81.75
Lambunao,122.48,122.62
Lamego,-7.86,-7.85
Lamesa,-101.95,-101.91
La Mesa,-117.02,-117.01
Lamía,22.43,22.49
La Mirada,-118.0,-117.95
La Misión,-99.13,-99.04
Lamitan,122.13,122.27
Lam Luk Ka,100.73,100.82
Lammi,25.01,25.03
La Moncada,-100.8,-100.66
Lamont,-118.91,-118.83
La Montagne,-1.68,-1.52
La Montañita,-75.43,-75.39
Lamorlaye,2.44,2.49
La Motte-Servolex,5.87,5.89
Lampa,-70.87,-70.75
Lampang,99.5,99.68
Lampasas,-98.18,-98.03
Lampazos de Naranjo,-100.5,-100.38
Lampertheim,8.46,8.5
Lamphun,99.01,99.18
Lamporecchio,10.9,11.06
Lamrasla,-8.91,-8.74
Lamsabih,-8.68,-8.56
Lamspringe,10.0,10.12
Lamu,40.9,41.0
La Mulatière,4.81,4.99
Lamut,121.22,121.34
Lamwo,32.8,32.85
Lamzoudia,-8.48,-8.39
Lana,11.16,11.18
Lanaken,5.64,5.68
Lanark,-3.77,-3.63
Lanark Highlands,-76.51,-76.39
Lancaster,-76.3,-76.1
Lanchkhuti,42.03,42.16
Lanchyn,24.75,24.83
Lanciano,14.39,14.54
L’Ancienne-Lorette,-71.34,-71.15
